date,type,type_short,label,amount,category,sub_category,comments
2020/11/03,COMMISSIONS,COMMISSIONS,COMMISSIONS COTISATION A UNE OFFRE GROUPEE DE SERVICES ESPRIT LIBRE,"-16,91 €",Banque,Cotisation et frais,
2020/12/02,COMMISSIONS,COMMISSIONS,COMMISSIONS COTISATION A UNE OFFRE GROUPEE DE SERVICES ESPRIT LIBRE,"-16,91 €",Banque,Cotisation et frais,
2021/01/05,COMMISSIONS,COMMISSIONS,COMMISSIONS COTISATION A UNE OFFRE GROUPEE DE SERVICES ESPRIT LIBRE,"-16,91 €",Banque,Cotisation et frais,
2021/02/02,COMMISSIONS,COMMISSIONS,COMMISSIONS COTISATION A UNE OFFRE GROUPEE DE SERVICES ESPRIT LIBRE,"-16,91 €",Banque,Cotisation et frais,
2021/03/02,COMMISSIONS,COMMISSIONS,COMMISSIONS COTISATION A UNE OFFRE GROUPEE DE SERVICES ESPRIT LIBRE,"-17,24 €",Banque,Cotisation et frais,
2021/04/02,COMMISSIONS,COMMISSIONS,COMMISSIONS COTISATION A UNE OFFRE GROUPEE DE SERVICES ESPRIT LIBRE,"-17,24 €",Banque,Cotisation et frais,
2021/04/19,COMMISSIONS,COMMISSIONS,COMMISSIONS COMMISSION VIREMENT SEPA INSTANTANE,"-1,00 €",Banque,Cotisation et frais,
2021/05/04,COMMISSIONS,COMMISSIONS,COMMISSIONS COTISATION A UNE OFFRE GROUPEE DE SERVICES ESPRIT LIBRE,"-17,24 €",Banque,Cotisation et frais,
2021/05/28,COMMISSIONS,COMMISSIONS,COMMISSIONS COMMISSION VIREMENT SEPA INSTANTANE,"-1,00 €",Banque,Cotisation et frais,
2021/06/02,COMMISSIONS,COMMISSIONS,COMMISSIONS COTISATION A UNE OFFRE GROUPEE DE SERVICES ESPRIT LIBRE,"-17,24 €",Banque,Cotisation et frais,
2021/07/02,COMMISSIONS,COMMISSIONS,COMMISSIONS COTISATION A UNE OFFRE GROUPEE DE SERVICES ESPRIT LIBRE,"-17,24 €",Banque,Cotisation et frais,
2021/08/03,COMMISSIONS,COMMISSIONS,COMMISSIONS COTISATION A UNE OFFRE GROUPEE DE SERVICES ESPRIT LIBRE,"-17,24 €",Banque,Cotisation et frais,
2021/09/02,COMMISSIONS,COMMISSIONS,COMMISSIONS COTISATION A UNE OFFRE GROUPEE DE SERVICES ESPRIT LIBRE,"-17,24 €",Banque,Cotisation et frais,
2021/09/06,OPERATIONS DIVERSES,OPERATIONS DIVERSES,OPERATIONS DIVERSES FRAIS DE GESTION BOURSE,"-33,00 €",Banque,Cotisation et frais,
2020/10/05,PRELEVEMENT,PRLV SEPA,PRLV SEPA VETASSUR ECH/051020 ID EMETTEUR/FR11ZZZ489371 MDT/00852641.2 REF/28311SANTEVET/112 LIB/28311-SANTEVET-NELSON,"-62,28 €",Chien,Cotisation Mutuelle,
2020/11/05,PRELEVEMENT,PRLV SEPA,PRLV SEPA VETASSUR ECH/051120 ID EMETTEUR/FR11ZZZ489371 MDT/00852641.2 REF/28606SANTEVET/22455 LIB/28606-SANTEVET-NELSON,"-62,28 €",Chien,Cotisation Mutuelle,
2020/12/07,PRELEVEMENT,PRLV SEPA,PRLV SEPA VETASSUR ECH/071220 ID EMETTEUR/FR11ZZZ489371 MDT/00852641.2 REF/28995SANTEVET/22251 LIB/28995-SANTEVET-NELSON,"-62,28 €",Chien,Cotisation Mutuelle,
2021/01/05,PRELEVEMENT,PRLV SEPA,PRLV SEPA VETASSUR ECH/050121 ID EMETTEUR/FR11ZZZ489371 MDT/00852641.2 REF/29321SANTEVET/21981 LIB/29321-SANTEVET-NELSON,"-62,28 €",Chien,Cotisation Mutuelle,
2021/02/05,PRELEVEMENT,PRLV SEPA,PRLV SEPA VETASSUR ECH/050221 ID EMETTEUR/FR11ZZZ489371 MDT/00852641.2 REF/29717SANTEVET/21675 LIB/29717-SANTEVET-NELSON,"-62,28 €",Chien,Cotisation Mutuelle,
2021/03/05,PRELEVEMENT,PRLV SEPA,PRLV SEPA VETASSUR ECH/050321 ID EMETTEUR/FR11ZZZ489371 MDT/00852641.2 REF/30111SANTEVET/21430 LIB/30111-SANTEVET-NELSON,"-62,28 €",Chien,Cotisation Mutuelle,
2021/04/06,PRELEVEMENT,PRLV SEPA,PRLV SEPA VETASSUR ECH/060421 ID EMETTEUR/FR11ZZZ489371 MDT/00852641.2 REF/30427SANTEVET/21182 LIB/30427-SANTEVET-NELSON,"-62,28 €",Chien,Cotisation Mutuelle,
2021/05/05,PRELEVEMENT,PRLV SEPA,PRLV SEPA VETASSUR ECH/050521 ID EMETTEUR/FR11ZZZ489371 MDT/00852641.2 REF/30792SANTEVET/20976 LIB/30792-SANTEVET-NELSON,"-62,28 €",Chien,Cotisation Mutuelle,
2021/06/07,PRELEVEMENT,PRLV SEPA,PRLV SEPA VETASSUR ECH/070621 ID EMETTEUR/FR11ZZZ489371 MDT/00852641.2 REF/31238SANTEVET/20671 LIB/31238-SANTEVET-NELSON,"-62,28 €",Chien,Cotisation Mutuelle,
2021/07/05,PRELEVEMENT,PRLV SEPA,PRLV SEPA VETASSUR ECH/050721 ID EMETTEUR/FR11ZZZ489371 MDT/00852641.2 REF/31556SANTEVET/20164 LIB/31556-SANTEVET-NELSON,"-62,28 €",Chien,Cotisation Mutuelle,
2021/08/05,PRELEVEMENT,PRLV SEPA,PRLV SEPA VETASSUR ECH/050821 ID EMETTEUR/FR11ZZZ489371 MDT/00852641.2 REF/31935SANTEVET/19753 LIB/31935-SANTEVET-NELSON,"-63,72 €",Chien,Cotisation Mutuelle,
2021/09/06,PRELEVEMENT,PRLV SEPA,PRLV SEPA VETASSUR ECH/060921 ID EMETTEUR/FR11ZZZ489371 MDT/00852641.2 REF/32339SANTEVET/19508 LIB/32339-SANTEVET-NELSON,"-66,77 €",Chien,Cotisation Mutuelle,
2021/03/22,VIREMENT,VIR SEPA RECU,VIR SEPA RECU /DE PAYMIUM SAS /MOTIF RETRAIT BTC /REF RETRAIT BTC,"3 286,55 €",Épargne,Cryptomonnaies,
2021/04/15,VIREMENT INSTANTANE EMIS,VIR SEPA INST EMIS,VIR SEPA INST EMIS /MOTIF CBAEURYJXZHSBZ /BEN COINBASE IRELAND LTD /REFDO 2B8D879AA28D4B3798A623BF2D7E81D0 /REFBEN ZZ19L42LUZ5PTCVP7,"-3,00 €",Épargne,Cryptomonnaies,
2021/04/15,VIREMENT,VIREMENT SEPA EMIS,VIREMENT SEPA EMIS /MOTIF PAYMIUM8179AP /BEN PAYMIUM /REFDO /REFBEN,"-3 000,00 €",Épargne,Cryptomonnaies,
2021/04/20,VIREMENT,VIR SEPA RECU,VIR SEPA RECU /DE PAYMIUM SAS /MOTIF REMB /REF REMB,"2 999,01 €",Épargne,Cryptomonnaies,
2021/04/21,VIREMENT,VIREMENT SEPA EMIS,VIREMENT SEPA EMIS /MOTIF 9382 /BEN BINANCE /REFDO /REFBEN,"-3 000,00 €",Épargne,Cryptomonnaies,
2021/01/14,PAIEMENT CB,FACTURE CARTE,"FACTURE CARTE DU 130121 ZOOPLUS AG      CARTE   4974XXXXXXXX7803                DEU    24,46EUR","-24,46 €",Chien,Divers,
2021/02/11,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 080221 ZOOPLUSFR       PARIS           CARTE   4974XXXXXXXX7803,"-35,38 €",Chien,Divers,
2020/09/23,PAIEMENT CB,FACTURE CARTE,"FACTURE CARTE DU 220920 SODASTREAM.FR   CARTE   4974XXXXXXXX7803                FRA   163,48EUR","-163,48 €",Alimentation,Optionnel,
2020/11/02,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 301020 AIT YOUBE       NANTERRE        CARTE   4974XXXXXXXX7803,"-39,99 €",Consommation,Divers,
2020/11/27,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 261120 ADELINE FLEURS  DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-47,00 €",Consommation,Divers,
2020/11/30,COMMISSIONS PERCUES,COMMISSIONS PERCUES,COMMISSIONS PERCUES COTISATION DU   011120 AU 311021                  CARTE NO  0004974028246949635,"-44,50 €",Consommation,Divers,
2020/12/09,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 081220 SEVERINE COIFFU DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-18,50 €",Consommation,Divers,
2021/01/28,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 270121 SEVERINE COIFFU DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-18,00 €",Consommation,Divers,
2021/02/19,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 180221 OKADO           ENGHIEN LES B   CARTE   4974XXXXXXXX7803,"-9,90 €",Consommation,Divers,
2021/02/26,PAIEMENT CB,FACTURE CARTE,"FACTURE CARTE DU 250221 GLOBALE /ROGER  CARTE   4974XXXXXXXX7803                GBR   140,00EUR","-140,00 €",Consommation,Divers,
2021/03/03,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 020321 RELAY 386979SC  CLICHY          CARTE   4974XXXXXXXX7803,"-2,00 €",Consommation,Divers,
2021/03/29,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 260321 RELAY 383018SC  BOBIGNY         CARTE   4974XXXXXXXX7803,"-4,50 €",Consommation,Divers,
2021/05/17,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 140521 SEVERINE COIFFU DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-18,00 €",Consommation,Divers,
2021/07/01,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 300621 SC-LES DELICES  DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-6,90 €",Consommation,Divers,
2021/07/09,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 080721 ADELINE FLEURS  DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-39,00 €",Consommation,Divers,
2021/07/12,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 090721 SEVERINE COIFFU DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-18,00 €",Consommation,Divers,
2021/07/23,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 220721 LA POSTE BOUTIQ PARIS 14        CARTE   4974XXXXXXXX7803,"-46,08 €",Consommation,Divers,
2021/08/16,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 150821 DEEZER          PARIS           CARTE   4974XXXXXXXX7803,"-9,99 €",Abonnements,Abonnement streaming,
2021/09/02,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 010921 SEVERINE COIFFU DEUIL LA BARR   CARTE   4974XXXXXXXX7803,"-18,00 €",Consommation,Divers,
2021/09/07,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 060921 AUCHAN SOISY    SOISY SOUS MO   CARTE   4974XXXXXXXX6437,"-5,70 €",Consommation,Divers,
2021/09/08,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 070921 CHAPTAL         PARIS           CARTE   4974XXXXXXXX6437,"-4,50 €",Consommation,Divers,
2021/09/08,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 070921 LE SAINT REGIS  PARIS           CARTE   4974XXXXXXXX6437,"-9,80 €",Consommation,Divers,
2021/09/08,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 070921 STE CHAPELLE    PARIS           CARTE   4974XXXXXXXX6437,"-11,50 €",Loisirs,Divers,
2020/09/10,PRELEVEMENT,PRLV SEPA,PRLV SEPA S.P.A. ECH/100920 ID EMETTEUR/FR12SPA420774 MDT/SPA-G02249465-000000027900 REF/RCUR-11796341 LIB/SPA 02249465 10/09/2020,"-40,00 €",Associatif,Dons déductibles,
2020/10/12,PRELEVEMENT,PRLV SEPA,PRLV SEPA S.P.A. ECH/121020 ID EMETTEUR/FR12SPA420774 MDT/SPA-G02249465-000000027900 REF/RCUR-11933092 LIB/SPA 02249465 10/10/2020,"-40,00 €",Associatif,Dons déductibles,
2020/11/10,PRELEVEMENT,PRLV SEPA,PRLV SEPA S.P.A. ECH/101120 ID EMETTEUR/FR12SPA420774 MDT/SPA-G02249465-000000027900 REF/RCUR-12074951 LIB/SPA 02249465 10/11/2020,"-40,00 €",Associatif,Dons déductibles,
2020/12/10,PRELEVEMENT,PRLV SEPA,PRLV SEPA S.P.A. ECH/101220 ID EMETTEUR/FR12SPA420774 MDT/SPA-G02249465-000000027900 REF/RCUR-12222732 LIB/SPA 02249465 10/12/2020,"-40,00 €",Associatif,Dons déductibles,
2021/01/11,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 090121 MGP*LEETCHI SA  PARIS           CARTE   4974XXXXXXXX7803,"-50,00 €",Associatif,Dons déductibles,
2021/01/11,PRELEVEMENT,PRLV SEPA,PRLV SEPA S.P.A. ECH/110121 ID EMETTEUR/FR12SPA420774 MDT/SPA-G02249465-000000027900 REF/RCUR-12399398 LIB/SPA 02249465 10/01/2021,"-40,00 €",Associatif,Dons déductibles,
2021/02/10,PRELEVEMENT,PRLV SEPA,PRLV SEPA S.P.A. ECH/100221 ID EMETTEUR/FR12SPA420774 MDT/SPA-G02249465-000000027900 REF/RCUR-12552996 LIB/SPA 02249465 10/02/2021,"-40,00 €",Associatif,Dons déductibles,
2021/03/10,PRELEVEMENT,PRLV SEPA,PRLV SEPA S.P.A. ECH/100321 ID EMETTEUR/FR12SPA420774 MDT/SPA-G02249465-000000027900 REF/RCUR-12698080 LIB/SPA 02249465 10/03/2021,"-40,00 €",Associatif,Dons déductibles,
2021/04/12,PRELEVEMENT,PRLV SEPA,PRLV SEPA S.P.A. ECH/120421 ID EMETTEUR/FR12SPA420774 MDT/SPA-G02249465-000000027900 REF/RCUR-14021706 LIB/SPA 02249465 10/04/2021,"-40,00 €",Associatif,Dons déductibles,
2021/05/10,PRELEVEMENT,PRLV SEPA,PRLV SEPA S.P.A. ECH/100521 ID EMETTEUR/FR12SPA420774 MDT/SPA-G02249465-000000027900 REF/RCUR-14162570 LIB/SPA 02249465 10/05/2021,"-50,00 €",Associatif,Dons déductibles,
2021/06/10,PRELEVEMENT,PRLV SEPA,PRLV SEPA S.P.A. ECH/100621 ID EMETTEUR/FR12SPA420774 MDT/SPA-G02249465-000000027900 REF/RCUR-14315455 LIB/SPA 02249465 10/06/2021,"-50,00 €",Associatif,Dons déductibles,
2021/07/01,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 300621 CROIX ROUGE FRA PARIS CEDEX 1   CARTE   4974XXXXXXXX7803,"-200,00 €",Associatif,Dons déductibles,
2021/07/12,PRELEVEMENT,PRLV SEPA,PRLV SEPA S.P.A. ECH/120721 ID EMETTEUR/FR12SPA420774 MDT/SPA-G02249465-000000027900 REF/RCUR-14462387 LIB/SPA 02249465 10/07/2021,"-50,00 €",Associatif,Dons déductibles,
2021/08/10,PRELEVEMENT,PRLV SEPA,PRLV SEPA S.P.A. ECH/100821 ID EMETTEUR/FR12SPA420774 MDT/SPA-G02249465-000000027900 REF/RCUR-14610239 LIB/SPA 02249465 10/08/2021,"-50,00 €",Associatif,Dons déductibles,
2021/09/10,PRELEVEMENT,PRLV SEPA,PRLV SEPA S.P.A. ECH/100921 ID EMETTEUR/FR12SPA420774 MDT/SPA-G02249465-000000027900 REF/RCUR-14752433 LIB/SPA 02249465 10/09/2021,"-50,00 €",Associatif,Dons déductibles,
2020/09/10,PRELEVEMENT,PRLV SEPA,PRLV SEPA ASS DIOC DE PONTOISE ECH/100920 ID EMETTEUR/FR28222408361 MDT/4264 REF/PRESEPA106473 LIB/ASS.DIOCESAINE PONTOISE,"-40,00 €",Associatif,Dons déductibles,
2020/10/12,PRELEVEMENT,PRLV SEPA,PRLV SEPA ASS DIOC DE PONTOISE ECH/121020 ID EMETTEUR/FR28222408361 MDT/4264 REF/PRESEPA108342 LIB/ASS.DIOCESAINE PONTOISE,"-40,00 €",Associatif,Dons déductibles,
2020/11/10,PRELEVEMENT,PRLV SEPA,PRLV SEPA ASS DIOC DE PONTOISE ECH/101120 ID EMETTEUR/FR28222408361 MDT/4264 REF/PRESEPA110202 LIB/ASS.DIOCESAINE PONTOISE,"-40,00 €",Associatif,Dons déductibles,
2020/12/10,PRELEVEMENT,PRLV SEPA,PRLV SEPA ASS DIOC DE PONTOISE ECH/101220 ID EMETTEUR/FR28222408361 MDT/4264 REF/PRESEPA112222 LIB/ASS.DIOCESAINE PONTOISE,"-40,00 €",Associatif,Dons déductibles,
2021/01/11,PRELEVEMENT,PRLV SEPA,PRLV SEPA ASS DIOC DE PONTOISE ECH/110121 ID EMETTEUR/FR28222408361 MDT/4264 REF/PRESEPA117874 LIB/ASS.DIOCESAINE PONTOISE,"-40,00 €",Associatif,Dons déductibles,
2021/02/10,PRELEVEMENT,PRLV SEPA,PRLV SEPA ASS DIOC DE PONTOISE ECH/100221 ID EMETTEUR/FR28222408361 MDT/4264 REF/PRESEPA119754 LIB/ASS.DIOCESAINE PONTOISE,"-40,00 €",Associatif,Dons déductibles,
2021/03/10,PRELEVEMENT,PRLV SEPA,PRLV SEPA ASS DIOC DE PONTOISE ECH/100321 ID EMETTEUR/FR28222408361 MDT/4264 REF/PRESEPA121790 LIB/ASS.DIOCESAINE PONTOISE,"-40,00 €",Associatif,Dons déductibles,
2021/04/12,PRELEVEMENT,PRLV SEPA,PRLV SEPA ASS DIOC DE PONTOISE ECH/120421 ID EMETTEUR/FR28222408361 MDT/4264 REF/PRESEPA123681 LIB/ASS.DIOCESAINE PONTOISE,"-40,00 €",Associatif,Dons déductibles,
2021/05/10,PRELEVEMENT,PRLV SEPA,PRLV SEPA ASS DIOC DE PONTOISE ECH/100521 ID EMETTEUR/FR28222408361 MDT/4264 REF/PRESEPA125572 LIB/ASS.DIOCESAINE PONTOISE,"-40,00 €",Associatif,Dons déductibles,
2021/06/10,PRELEVEMENT,PRLV SEPA,PRLV SEPA ASS DIOC DE PONTOISE ECH/100621 ID EMETTEUR/FR28222408361 MDT/4264 REF/PRESEPA127620 LIB/ASS.DIOCESAINE PONTOISE,"-40,00 €",Associatif,Dons déductibles,
2021/07/12,PRELEVEMENT,PRLV SEPA,PRLV SEPA ASS DIOC DE PONTOISE ECH/120721 ID EMETTEUR/FR28222408361 MDT/4264 REF/PRESEPA129522 LIB/ASS.DIOCESAINE PONTOISE,"-40,00 €",Associatif,Dons déductibles,
2021/08/10,PRELEVEMENT,PRLV SEPA,PRLV SEPA ASS DIOC DE PONTOISE ECH/100821 ID EMETTEUR/FR28222408361 MDT/4264 REF/PRESEPA133307 LIB/ASS.DIOCESAINE PONTOISE,"-40,00 €",Associatif,Dons déductibles,
2021/09/10,PRELEVEMENT,PRLV SEPA,PRLV SEPA ASS DIOC DE PONTOISE ECH/100921 ID EMETTEUR/FR28222408361 MDT/4264 REF/PRESEPA135343 LIB/ASS.DIOCESAINE PONTOISE,"-40,00 €",Associatif,Dons déductibles,
2021/08/11,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 100821 AS ND MONTLIGEO LA CHAPELLE M   CARTE   4974XXXXXXXX7803,"-188,00 €",Associatif,Dons non déductibles,
2020/09/18,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 170920 BUT INTERNET    EMERAINVILLE    CARTE   4974XXXXXXXX7803,"-418,00 €",Maison,Entretien,
2020/09/18,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 170920 BUT INTERNET    EMERAINVILLE    CARTE   4974XXXXXXXX7803,"-279,00 €",Maison,Entretien,
2021/02/24,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 220221 BHV.FR           PARI2907501/   CARTE   4974XXXXXXXX7803,"-35,70 €",Maison,Entretien,
2021/05/10,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 080521 BRICORAMA       SOISY SOUS MO   CARTE   4974XXXXXXXX7803,"-3,20 €",Maison,Entretien,
2021/08/18,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 170821 SAINT MACLOU    HERBLAY         CARTE   4974XXXXXXXX7803,"-230,90 €",Maison,Entretien,
2020/11/16,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 131120 CLINIQUE VETERI SOISY           CARTE   4974XXXXXXXX7803,"-58,20 €",Chien,Frais de santé,
2021/01/29,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 280121 CLINIQUE VETERI SOISY           CARTE   4974XXXXXXXX7803,"-169,35 €",Chien,Frais de santé,
2021/06/23,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 220621 CLINIQUE VETERI SOISY           CARTE   4974XXXXXXXX7803,"-153,70 €",Chien,Frais de santé,
2021/07/19,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 170721 CLINIQUE VETERI SOISY           CARTE   4974XXXXXXXX7803,"-51,60 €",Chien,Frais de santé,
2021/08/20,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 190821 CLINIQUE VETERI SOISY           CARTE   4974XXXXXXXX7803,"-73,00 €",Chien,Frais de santé,
2021/08/25,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 240821 CLINIQUE VETERI SOISY           CARTE   4974XXXXXXXX7803,"-189,20 €",Chien,Frais de santé,
2021/09/07,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 060921 CLINIQUE VETERI SOISY           CARTE   4974XXXXXXXX6437,"-75,65 €",Chien,Frais de santé,
2020/10/26,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 231020 AUCHET THIERRY  DEUIL LA BAR    CARTE   4974XXXXXXXX7803,"-40,00 €",Santé,Frais Médicaux (DA),
2020/11/03,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 021120 AUCHET THIERRY  DEUIL LA BAR    CARTE   4974XXXXXXXX7803,"-40,00 €",Santé,Frais Médicaux (DA),
2020/12/17,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 161220 AUCHET THIERRY  DEUIL LA BAR    CARTE   4974XXXXXXXX7803,"-40,00 €",Santé,Frais Médicaux (DA),
2021/03/23,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 220321 AUCHET THIERRY  DEUIL LA BAR    CARTE   4974XXXXXXXX7803,"-40,00 €",Santé,Frais Médicaux (DA),
2021/04/22,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 210421 AUCHET THIERRY  DEUIL LA BAR    CARTE   4974XXXXXXXX7803,"-40,00 €",Santé,Frais Médicaux (DA),
2021/06/01,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 310521 AUCHET THIERRY  DEUIL LA BAR    CARTE   4974XXXXXXXX7803,"-40,00 €",Santé,Frais Médicaux (DA),
2021/07/08,PAIEMENT CB,FACTURE CARTE,FACTURE CARTE DU 070721 AUCHET THIERRY  DEUIL LA BAR    CARTE   4974XXXXXXXX7803,"-40,00 €",Santé,Frais Médicaux (DA),
2020/09/18,RETRAIT DISTRIBUTEUR,RETRAIT DAB,RETRAIT DAB 17/09/20 18H33 203650   BNP PARIBAS               ENGHIEN LES B    0004974XXXXXXXX7803,"-80,00 €",Santé,Frais Médicaux (DG),
2020/10/02,RETRAIT DISTRIBUTEUR,RETRAIT DAB,RETRAIT DAB 01/10/20 16H53 203660   BNP PARIBAS               ENGHIEN LES B    0004974XXXXXXXX7803,"-80,00 €",Santé,Frais Médicaux (DG),
2020/10/09,RETRAIT DISTRIBUTEUR,RETRAIT DAB,RETRAIT DAB 08/10/20 16H52 203650   BNP PARIBAS               ENGHIEN LES B    0004974XXXXXXXX7803,"-80,00 €",Santé,Frais Médicaux (DG),
2020/10/16,RETRAIT DISTRIBUTEUR,RETRAIT DAB,RETRAIT DAB 15/10/20 16H26 203650   BNP PARIBAS               ENGHIEN LES B    0004974XXXXXXXX7803,"-80,00 €",Santé,Frais Médicaux (DG),
2020/10/30,RETRAIT DISTRIBUTEUR,RETRAIT DAB,RETRAIT DAB 29/10/20 17H02 203660   BNP PARIBAS               ENGHIEN LES B    0004974XXXXXXXX7803,"-80,00 €",Santé,Frais Médicaux (DG),
2020/11/13,RETRAIT DISTRIBUTEUR,RETRAIT DAB,RETRAIT DAB 12/11/20 16H58 203650   BNP PARIBAS               ENGHIEN LES B    0004974XXXXXXXX7803,"-80,00 €",Santé,Frais Médicaux (DG),
2020/11/27,RETRAIT DISTRIBUTEUR,RETRAIT DAB,RETRAIT DAB 26/11/20 17H01 203650   BNP PARIBAS               ENGHIEN LES B    0004974XXXXXXXX7803,"-80,00 €",Santé,Frais Médicaux (DG),
2020/12/11,RETRAIT DISTRIBUTEUR,RETRAIT DAB,RETRAIT DAB 10/12/20 17H02 203650   BNP PARIBAS               ENGHIEN LES B    0004974XXXXXXXX7803,"-160,00 €",Santé,Frais Médicaux (DG),
2020/12/22,RETRAIT DISTRIBUTEUR,RETRAIT DAB,RETRAIT DAB 21/12/20 11H15 203650   BNP PARIBAS               ENGHIEN LES B    0004974XXXXXXXX7803,"-80,00 €",Santé,Frais Médicaux (DG),
2021/01/08,RETRAIT DISTRIBUTEUR,RETRAIT DAB,RETRAIT DAB 07/01/21 16H40 203650   BNP PARIBAS               ENGHIEN LES B    0004974XXXXXXXX7803,"-80,00 €",Santé,Frais Médicaux (DG),
2021/01/15,RETRAIT DISTRIBUTEUR,RETRAIT DAB,RETRAIT DAB 14/01/21 16H59 203650   BNP PARIBAS               ENGHIEN LES B    0004974XXXXXXXX7803,"-80,00 €",Santé,Frais Médicaux (DG),
2021/01/22,RETRAIT DISTRIBUTEUR,RETRAIT DAB,RETRAIT DAB 21/01/21 16H59 203660   BNP PARIBAS               ENGHIEN LES B    0004974XXXXXXXX7803,"-80,00 €",Santé,Frais Médicaux (DG),
2021/01/29,RETRAIT DISTRIBUTEUR,RETRAIT DAB,RETRAIT DAB 28/01/21 16H56 203660   BNP PARIBAS               ENGHIEN LES B    0004974XXXXXXXX7803,"-80,00 €",Santé,Frais Médicaux (DG),
2021/02/19,RETRAIT DISTRIBUTEUR,RETRAIT DAB,RETRAIT DAB 18/02/21 16H50 203650   BNP PARIBAS               ENGHIEN LES B    0004974XXXXXXXX7803,"-240,00 €",Santé,Frais Médicaux (DG),
2021/02/26,RETRAIT DISTRIBUTEUR,RETRAIT DAB,RETRAIT DAB 25/02/21 16H55 203650   BNP PARIBAS               ENGHIEN LES B    0004974XXXXXXXX7803,"-80,00 €",Santé,Frais Médicaux (DG),
2021/03/05,RETRAIT DISTRIBUTEUR,RETRAIT DAB,RETRAIT DAB 04/03/21 16H53 203660   BNP PARIBAS               ENGHIEN LES B    0004974XXXXXXXX7803,"-80,00 €",Santé,Frais Médicaux (DG),
2021/03/12,RETRAIT DISTRIBUTEUR,RETRAIT DAB,RETRAIT DAB 11/03/21 16H45 203650   BNP PARIBAS               ENGHIEN LES B    0004974XXXXXXXX7803,"-80,00 €",Santé,Frais Médicaux (DG),
2021/03/19,RETRAIT DISTRIBUTEUR,RETRAIT DAB,RETRAIT DAB 18/03/21 17H13 203650   BNP PARIBAS               ENGHIEN LES B    0004974XXXXXXXX7803,"-80,00 €",Santé,Frais Médicaux (DG),
2021/03/23,RETRAIT DISTRIBUTEUR,RETRAIT DAB,RETRAIT DAB 22/03/21 17H24 157339   BNP PARIBAS               DEUIL LA BARR    0004974XXXXXXXX7803,"-80,00 €",Santé,Frais Médicaux (DG),
2021/04/16,RETRAIT DISTRIBUTEUR,RETRAIT DAB,RETRAIT DAB 15/04/21 16H48 203650   BNP PARIBAS               ENGHIEN LES B    0004974XXXXXXXX7803,"-80,00 €",Santé,Frais Médicaux (DG),
